SKU,Date,Quantity,Expiration.Date
10354037,2016-09-17,5,2018-01-28
112991,2016-09-19,3231,2017-03-02
112991,2016-09-19,220,2017-03-03
112991,2016-09-19,509,2017-03-08
112991,2016-09-19,1658,2017-03-23
112991,2016-09-19,1601,2017-04-12
112991,2016-09-19,99,2017-04-18
114511,2016-09-19,668,2017-04-03
114511,2016-09-19,2950,2017-04-04
114511,2016-09-19,1700,2017-04-09
114511,2016-09-19,4138,2017-04-10
114511,2016-09-19,2635,2017-04-16
1053009,2016-09-19,108,2017-10-27
1053009,2016-09-19,269,2017-10-30
1053010,2016-09-19,122,2017-10-30
1053010,2016-09-19,470,2017-11-28
1053011,2016-09-19,399,2017-10-30
1053011,2016-09-19,568,2017-11-19
1057371,2016-09-19,345,2019-04-06
1057371,2016-09-19,1483,2019-07-25
1063485,2016-09-19,90,2018-01-28
1063485,2016-09-19,1310,2018-02-25
1063485,2016-09-19,1090,2018-02-28
1063486,2016-09-19,102,2018-01-28
1063486,2016-09-19,1064,2018-02-24
1063488,2016-09-19,401,2018-01-18
1063488,2016-09-19,629,2018-02-25
1063488,2016-09-19,1369,2018-02-27
1063488,2016-09-19,107,2018-02-28
1063491,2016-09-19,1,2018-01-16
1063491,2016-09-19,812,2018-02-24
1063581,2016-09-19,556.075,2017-08-23
1063645,2016-09-19,6,2018-01-18
1063647,2016-09-19,12,2017-06-13
1064002,2016-09-19,766,2018-01-29
1064003,2016-09-19,314,2018-01-29
1064023,2016-09-19,48,2017-05-13
1064023,2016-09-19,583.925,2017-09-05
1064678,2016-09-19,356,2017-09-17
1064687,2016-09-19,1663,2017-04-25
1064687,2016-09-19,2796,2017-04-30
1064727,2016-09-19,815,2017-04-25
1064727,2016-09-19,85,2017-05-01
1064935,2016-09-19,322,2017-10-22
1064936,2016-09-19,420,2018-02-06
1064936,2016-09-19,667,2018-02-28
1064936,2016-09-19,1025,2018-03-01
1064975,2016-09-19,251.333333333333,2018-02-03
1064975,2016-09-19,663.666666666667,2018-02-13
1064975,2016-09-19,1192,2018-02-14
1064975,2016-09-19,1209,2018-02-15
1064975,2016-09-19,925,2018-02-16
1064975,2016-09-19,2133,2018-02-17
1064975,2016-09-19,1590,2018-02-18
1064975,2016-09-19,1725,2018-03-06
1064975,2016-09-19,3067,2018-03-07
1064975,2016-09-19,659.916666666667,2018-03-08
1064984,2016-09-19,423,2018-02-19
1064984,2016-09-19,2662,2018-02-22
1064984,2016-09-19,1851,2018-02-23
1064984,2016-09-19,1535,2018-03-05
1064986,2016-09-19,123,2018-02-04
1064986,2016-09-19,2070,2018-02-05
1064986,2016-09-19,100,2018-02-06
1064986,2016-09-19,1576,2018-02-28
1065037,2016-09-19,137,2019-05-13
1065037,2016-09-19,1100,2019-08-05
1065201,2016-09-19,44,2018-01-17
1065201,2016-09-19,206,2018-01-18
1065201,2016-09-19,395,2018-02-25
1065201,2016-09-19,1378,2018-02-28
1065202,2016-09-19,546,2018-02-24
1065315,2016-09-19,1,2018-02-10
1065315,2016-09-19,785,2018-02-11
1065315,2016-09-19,1855,2018-02-12
1065315,2016-09-19,320,2018-02-13
1065315,2016-09-19,1514,2018-03-08
1065315,2016-09-19,968.666666666667,2018-03-09
1065316,2016-09-19,367,2018-02-13
1065316,2016-09-19,1090,2018-02-14
1065316,2016-09-19,226,2018-02-16
1065316,2016-09-19,907,2018-02-17
1065316,2016-09-19,3550,2018-02-26
1065316,2016-09-19,1764,2018-03-05
1065316,2016-09-19,1117,2018-03-06
1065316,2016-09-19,686,2018-03-07
1065316,2016-09-19,887,2018-03-08
1065317,2016-09-19,132,2018-02-03
1065317,2016-09-19,1083,2018-02-04
1065317,2016-09-19,1777,2018-02-28
1065318,2016-09-19,297,2018-02-05
1065318,2016-09-19,1081,2018-02-06
1065318,2016-09-19,1079,2018-02-28
10332315,2016-09-19,1,2017-04-20
10333064,2016-09-19,42,2017-04-06
10333759,2016-09-19,205.666666666667,2017-04-03
10337661,2016-09-19,1,2018-01-05
10337666,2016-09-19,3,2017-12-21
10337667,2016-09-19,5,2017-12-20
10338963,2016-09-19,1,2018-01-01
10338964,2016-09-19,2,2018-01-01
10338965,2016-09-19,1,2018-01-01
10338966,2016-09-19,1,2018-01-17
10338967,2016-09-19,15,2018-01-02
10339070,2016-09-19,7,2018-01-29
10339071,2016-09-19,1,2017-12-05
10341116,2016-09-19,199,2018-02-01
10341116,2016-09-19,906,2018-02-02
10341311,2016-09-19,150,2017-10-20
10341311,2016-09-19,792,2017-10-30
10341429,2016-09-19,4,2018-01-19
10341429,2016-09-19,317,2018-01-20
10341429,2016-09-19,469,2018-01-29
10341429,2016-09-19,1027,2018-01-30
10341429,2016-09-19,156,2018-02-01
10341429,2016-09-19,630,2018-03-09
10341429,2016-09-19,475,2018-03-10
10341430,2016-09-19,425,2018-01-20
10341430,2016-09-19,224,2018-02-01
10341430,2016-09-19,1587,2018-02-02
10341430,2016-09-19,114,2018-03-10
10343521,2016-09-19,1,2018-02-28
10343543,2016-09-19,461,2018-01-06
10343543,2016-09-19,525,2018-02-06
10343543,2016-09-19,609,2018-02-24
10343544,2016-09-19,20,2018-01-26
10343544,2016-09-19,125,2018-02-18
10343544,2016-09-19,794.875,2018-02-23
10343544,2016-09-19,1461,2018-02-26
10343544,2016-09-19,1468,2018-03-06
10351199,2016-09-19,4,2017-08-18
10351199,2016-09-19,6,2018-01-16
10351200,2016-09-19,2,2017-08-12
10351200,2016-09-19,3,2017-09-09
10351200,2016-09-19,4,2018-01-17
10354033,2016-09-19,4,2018-01-28
10354037,2016-09-19,5,2018-01-28
112991,2016-09-20,3211,2017-03-02
112991,2016-09-20,220,2017-03-03
112991,2016-09-20,509,2017-03-08
112991,2016-09-20,1658,2017-03-23
112991,2016-09-20,1601,2017-04-12
112991,2016-09-20,99,2017-04-18
114511,2016-09-20,538,2017-04-03
114511,2016-09-20,2950,2017-04-04
114511,2016-09-20,1700,2017-04-09
114511,2016-09-20,4138,2017-04-10
114511,2016-09-20,2635,2017-04-16
1053009,2016-09-20,107,2017-10-27
1053009,2016-09-20,269,2017-10-30
1053010,2016-09-20,121,2017-10-30
1053010,2016-09-20,470,2017-11-28
1053011,2016-09-20,388,2017-10-30
1053011,2016-09-20,568,2017-11-19
1057371,2016-09-20,344,2019-04-06
1057371,2016-09-20,1483,2019-07-25
1063485,2016-09-20,79,2018-01-28
1063485,2016-09-20,1310,2018-02-25
1063485,2016-09-20,1090,2018-02-28
1063486,2016-09-20,90,2018-01-28
1063486,2016-09-20,1064,2018-02-24
1063488,2016-09-20,384,2018-01-18
1063488,2016-09-20,629,2018-02-25
1063488,2016-09-20,1369,2018-02-27
1063488,2016-09-20,107,2018-02-28
1063491,2016-09-20,1,2018-01-16
1063491,2016-09-20,793,2018-02-24
1063581,2016-09-20,556.075,2017-08-23
1063645,2016-09-20,6,2018-01-18
1063647,2016-09-20,12,2017-06-13
1064002,2016-09-20,766,2018-01-29
1064003,2016-09-20,311,2018-01-29
1064023,2016-09-20,48,2017-05-13
1064023,2016-09-20,583.925,2017-09-05
1064678,2016-09-20,351,2017-09-17
1064687,2016-09-20,1646,2017-04-25
1064687,2016-09-20,2796,2017-04-30
1064727,2016-09-20,804,2017-04-25
1064727,2016-09-20,85,2017-05-01
1064935,2016-09-20,321,2017-10-22
1064936,2016-09-20,408,2018-02-06
1064936,2016-09-20,667,2018-02-28
1064936,2016-09-20,1025,2018-03-01
1064975,2016-09-20,124.333333333333,2018-02-03
1064975,2016-09-20,585.666666666667,2018-02-13
1064975,2016-09-20,1192,2018-02-14
1064975,2016-09-20,1209,2018-02-15
1064975,2016-09-20,925,2018-02-16
1064975,2016-09-20,2133,2018-02-17
1064975,2016-09-20,1590,2018-02-18
1064975,2016-09-20,1725,2018-03-06
1064975,2016-09-20,3067,2018-03-07
1064975,2016-09-20,659.916666666667,2018-03-08
1064984,2016-09-20,373,2018-02-19
1064984,2016-09-20,2662,2018-02-22
1064984,2016-09-20,1851,2018-02-23
1064984,2016-09-20,1535,2018-03-05
1064986,2016-09-20,121,2018-02-04
1064986,2016-09-20,2070,2018-02-05
1064986,2016-09-20,100,2018-02-06
1064986,2016-09-20,1576,2018-02-28
1065037,2016-09-20,136,2019-05-13
1065037,2016-09-20,1100,2019-08-05
1065201,2016-09-20,38,2018-01-17
1065201,2016-09-20,206,2018-01-18
1065201,2016-09-20,395,2018-02-25
1065201,2016-09-20,1378,2018-02-28
1065202,2016-09-20,544,2018-02-24
1065315,2016-09-20,1,2018-02-10
1065315,2016-09-20,609,2018-02-11
1065315,2016-09-20,1855,2018-02-12
1065315,2016-09-20,320,2018-02-13
1065315,2016-09-20,1514,2018-03-08
1065315,2016-09-20,968.666666666667,2018-03-09
1065316,2016-09-20,189,2018-02-13
1065316,2016-09-20,1090,2018-02-14
1065316,2016-09-20,226,2018-02-16
1065316,2016-09-20,907,2018-02-17
1065316,2016-09-20,3550,2018-02-26
1065316,2016-09-20,1764,2018-03-05
1065316,2016-09-20,1117,2018-03-06
1065316,2016-09-20,686,2018-03-07
1065316,2016-09-20,887,2018-03-08
1065317,2016-09-20,122,2018-02-03
1065317,2016-09-20,1083,2018-02-04
1065317,2016-09-20,1777,2018-02-28
1065318,2016-09-20,291,2018-02-05
1065318,2016-09-20,1081,2018-02-06
1065318,2016-09-20,1079,2018-02-28
10332315,2016-09-20,1,2017-04-20
10333064,2016-09-20,42,2017-04-06
10333759,2016-09-20,164.666666666667,2017-04-03
10337661,2016-09-20,1,2018-01-05
10337666,2016-09-20,3,2017-12-21
10337667,2016-09-20,5,2017-12-20
10338963,2016-09-20,1,2018-01-01
10338964,2016-09-20,2,2018-01-01
10338965,2016-09-20,1,2018-01-01
10338966,2016-09-20,1,2018-01-17
10338967,2016-09-20,15,2018-01-02
10339070,2016-09-20,7,2018-01-29
10339071,2016-09-20,1,2017-12-05
10341116,2016-09-20,186,2018-02-01
10341116,2016-09-20,906,2018-02-02
10341311,2016-09-20,148,2017-10-20
10341311,2016-09-20,792,2017-10-30
10341429,2016-09-20,312,2018-01-20
10341429,2016-09-20,469,2018-01-29
10341429,2016-09-20,1027,2018-01-30
10341429,2016-09-20,156,2018-02-01
10341429,2016-09-20,555,2018-03-09
10341429,2016-09-20,550,2018-03-10
10341430,2016-09-20,272,2018-01-20
10341430,2016-09-20,224,2018-02-01
10341430,2016-09-20,1587,2018-02-02
10341430,2016-09-20,800,2018-03-10
10343521,2016-09-20,1,2018-02-28
10343543,2016-09-20,461,2018-01-06
10343543,2016-09-20,525,2018-02-06
10343543,2016-09-20,609,2018-02-24
10343544,2016-09-20,20,2018-01-26
10343544,2016-09-20,125,2018-02-18
10343544,2016-09-20,794.875,2018-02-23
10343544,2016-09-20,1461,2018-02-26
10343544,2016-09-20,1468,2018-03-06
10351199,2016-09-20,4,2017-08-18
10351199,2016-09-20,6,2018-01-16
10351200,2016-09-20,2,2017-08-12
10351200,2016-09-20,3,2017-09-09
10351200,2016-09-20,4,2018-01-17
10354033,2016-09-20,4,2018-01-28
10354037,2016-09-20,5,2018-01-28
112991,2016-09-21,16,2017-02-24
112991,2016-09-21,3006,2017-03-02
112991,2016-09-21,220,2017-03-03
112991,2016-09-21,509,2017-03-08
112991,2016-09-21,1658,2017-03-23
112991,2016-09-21,1601,2017-04-12
112991,2016-09-21,99,2017-04-18
114511,2016-09-21,517,2017-04-03
114511,2016-09-21,2170,2017-04-04
114511,2016-09-21,3389,2017-04-09
114511,2016-09-21,4138,2017-04-10
114511,2016-09-21,4335,2017-04-16
1053009,2016-09-21,101,2017-10-27
1053009,2016-09-21,269,2017-10-30
1053010,2016-09-21,108,2017-10-30
1053010,2016-09-21,470,2017-11-28
1053011,2016-09-21,381,2017-10-30
1053011,2016-09-21,568,2017-11-19
1057371,2016-09-21,334,2019-04-06
1057371,2016-09-21,1483,2019-07-25
1063485,2016-09-21,27,2018-01-28
1063485,2016-09-21,1310,2018-02-25
1063485,2016-09-21,1090,2018-02-28
1063486,2016-09-21,1,2018-01-01
1063486,2016-09-21,44,2018-01-28
1063486,2016-09-21,1064,2018-02-24
1063488,2016-09-21,15,2018-01-02
1063488,2016-09-21,344,2018-01-18
1063488,2016-09-21,629,2018-02-25
1063488,2016-09-21,1369,2018-02-27
1063488,2016-09-21,107,2018-02-28
1063491,2016-09-21,2,2018-01-01
1063491,2016-09-21,1,2018-01-16
1063491,2016-09-21,765,2018-02-24
1063581,2016-09-21,244.075,2017-08-23
1063645,2016-09-21,6,2018-01-18
1063647,2016-09-21,12,2017-06-13
1064002,2016-09-21,765,2018-01-29
1064003,2016-09-21,1,2017-12-05
1064003,2016-09-21,309,2018-01-29
1064023,2016-09-21,315.925,2017-09-05
1064678,2016-09-21,346,2017-09-17
1064687,2016-09-21,1530,2017-04-25
1064687,2016-09-21,2796,2017-04-30
1064727,2016-09-21,703,2017-04-25
1064727,2016-09-21,3055,2017-05-01
1064935,2016-09-21,304,2017-10-22
1064936,2016-09-21,357,2018-02-06
1064936,2016-09-21,667,2018-02-28
1064936,2016-09-21,1025,2018-03-01
1064975,2016-09-21,643,2018-02-03
1064975,2016-09-21,1,2018-02-13
1064975,2016-09-21,1036,2018-02-14
1064975,2016-09-21,1209,2018-02-15
1064975,2016-09-21,925,2018-02-16
1064975,2016-09-21,2133,2018-02-17
1064975,2016-09-21,1590,2018-02-18
1064975,2016-09-21,1725,2018-03-06
1064975,2016-09-21,3067,2018-03-07
1064975,2016-09-21,659.916666666667,2018-03-08
1064984,2016-09-21,323,2018-02-19
1064984,2016-09-21,2662,2018-02-22
1064984,2016-09-21,1851,2018-02-23
1064984,2016-09-21,1535,2018-03-05
1064986,2016-09-21,3,2017-12-21
1064986,2016-09-21,106,2018-02-04
1064986,2016-09-21,2070,2018-02-05
1064986,2016-09-21,100,2018-02-06
1064986,2016-09-21,1576,2018-02-28
1065037,2016-09-21,125,2019-05-13
1065037,2016-09-21,1100,2019-08-05
1065201,2016-09-21,26,2018-01-17
1065201,2016-09-21,206,2018-01-18
1065201,2016-09-21,395,2018-02-25
1065201,2016-09-21,1378,2018-02-28
1065202,2016-09-21,1,2018-01-01
1065202,2016-09-21,526,2018-02-24
1065315,2016-09-21,1,2018-02-10
1065315,2016-09-21,455,2018-02-11
1065315,2016-09-21,1855,2018-02-12
1065315,2016-09-21,320,2018-02-13
1065315,2016-09-21,1514,2018-03-08
1065315,2016-09-21,968.666666666667,2018-03-09
1065316,2016-09-21,5,2017-12-20
1065316,2016-09-21,33,2018-02-13
1065316,2016-09-21,1092,2018-02-14
1065316,2016-09-21,226,2018-02-16
1065316,2016-09-21,907,2018-02-17
1065316,2016-09-21,3550,2018-02-26
1065316,2016-09-21,1764,2018-03-05
1065316,2016-09-21,1117,2018-03-06
1065316,2016-09-21,686,2018-03-07
1065316,2016-09-21,887,2018-03-08
1065317,2016-09-21,83,2018-02-03
1065317,2016-09-21,1083,2018-02-04
1065317,2016-09-21,1778,2018-02-28
1065318,2016-09-21,1,2018-01-05
1065318,2016-09-21,251,2018-02-05
1065318,2016-09-21,1081,2018-02-06
1065318,2016-09-21,1079,2018-02-28
10332315,2016-09-21,1,2017-04-20
10333064,2016-09-21,42,2017-04-06
10333759,2016-09-21,4.66666666666667,2017-04-03
10333759,2016-09-21,266,2017-04-04
10341116,2016-09-21,68,2018-02-01
10341116,2016-09-21,906,2018-02-02
10341311,2016-09-21,102,2017-10-20
10341311,2016-09-21,792,2017-10-30
10341429,2016-09-21,208,2018-01-20
10341429,2016-09-21,469,2018-01-29
10341429,2016-09-21,1027,2018-01-30
10341429,2016-09-21,156,2018-02-01
10341429,2016-09-21,555,2018-03-09
10341429,2016-09-21,550,2018-03-10
10341430,2016-09-21,17,2018-01-20
10341430,2016-09-21,224,2018-02-01
10341430,2016-09-21,1587,2018-02-02
10341430,2016-09-21,800,2018-03-10
10343543,2016-09-21,201,2018-01-06
10343543,2016-09-21,525,2018-02-06
10343543,2016-09-21,609,2018-02-24
10343544,2016-09-21,9,2018-01-26
10343544,2016-09-21,48,2018-02-18
10343544,2016-09-21,332.875,2018-02-23
10343544,2016-09-21,1461,2018-02-26
10343544,2016-09-21,1468,2018-03-06
10351199,2016-09-21,4,2017-08-18
10351199,2016-09-21,6,2018-01-16
10351200,2016-09-21,2,2017-08-12
10351200,2016-09-21,3,2017-09-09
10351200,2016-09-21,4,2018-01-17
10354033,2016-09-21,4,2018-01-28
10354037,2016-09-21,5,2018-01-28
112991,2016-09-22,2863,2017-03-02
112991,2016-09-22,220,2017-03-03
112991,2016-09-22,509,2017-03-08
112991,2016-09-22,1661,2017-03-23
112991,2016-09-22,1601,2017-04-12
112991,2016-09-22,99,2017-04-18
114511,2016-09-22,337,2017-04-03
114511,2016-09-22,1810,2017-04-04
114511,2016-09-22,3389,2017-04-09
114511,2016-09-22,5838,2017-04-10
114511,2016-09-22,4335,2017-04-16
1053009,2016-09-22,98,2017-10-27
1053009,2016-09-22,269,2017-10-30
1053010,2016-09-22,104,2017-10-30
1053010,2016-09-22,470,2017-11-28
1053011,2016-09-22,346,2017-10-30
1053011,2016-09-22,568,2017-11-19
1057371,2016-09-22,317,2019-04-06
1057371,2016-09-22,1483,2019-07-25
1063485,2016-09-22,1297,2018-02-25
1063485,2016-09-22,1090,2018-02-28
1063486,2016-09-22,3,2018-01-28
1063486,2016-09-22,1055,2018-02-24
1063488,2016-09-22,335,2018-01-18
1063488,2016-09-22,629,2018-02-25
1063488,2016-09-22,1369,2018-02-27
1063488,2016-09-22,107,2018-02-28
1063491,2016-09-22,2,2018-01-01
1063491,2016-09-22,751,2018-02-24
1063581,2016-09-22,244.075,2017-08-23
1063645,2016-09-22,6,2018-01-18
1063647,2016-09-22,12,2017-06-13
1064002,2016-09-22,760,2018-01-29
1064003,2016-09-22,301,2018-01-29
1064023,2016-09-22,315.925,2017-09-05
1064678,2016-09-22,332,2017-09-17
1064687,2016-09-22,1427,2017-04-25
1064687,2016-09-22,2796,2017-04-30
1064727,2016-09-22,636,2017-04-25
1064727,2016-09-22,3055,2017-05-01
1064935,2016-09-22,286,2017-10-22
1064936,2016-09-22,313,2018-02-06
1064936,2016-09-22,667,2018-02-28
1064936,2016-09-22,1025,2018-03-01
1064975,2016-09-22,780,2018-02-03
1064975,2016-09-22,1,2018-02-13
1064975,2016-09-22,801,2018-02-14
1064975,2016-09-22,1209,2018-02-15
1064975,2016-09-22,925,2018-02-16
1064975,2016-09-22,2133,2018-02-17
1064975,2016-09-22,1590,2018-02-18
1064975,2016-09-22,1725,2018-03-06
1064975,2016-09-22,3067,2018-03-07
1064975,2016-09-22,659.916666666667,2018-03-08
1064984,2016-09-22,90,2018-02-19
1064984,2016-09-22,2662,2018-02-22
1064984,2016-09-22,1851,2018-02-23
1064984,2016-09-22,1535,2018-03-05
1064986,2016-09-22,3,2017-12-21
1064986,2016-09-22,57,2018-02-04
1064986,2016-09-22,2070,2018-02-05
1064986,2016-09-22,100,2018-02-06
1064986,2016-09-22,1576,2018-02-28
1065037,2016-09-22,119,2019-05-13
1065037,2016-09-22,1100,2019-08-05
1065201,2016-09-22,159,2018-01-18
1065201,2016-09-22,395,2018-02-25
1065201,2016-09-22,1378,2018-02-28
1065202,2016-09-22,484,2018-02-24
1065315,2016-09-22,1,2018-02-10
1065315,2016-09-22,409,2018-02-11
1065315,2016-09-22,1855,2018-02-12
1065315,2016-09-22,320,2018-02-13
1065315,2016-09-22,1514,2018-03-08
1065315,2016-09-22,968.666666666667,2018-03-09
1065316,2016-09-22,12,2018-02-13
1065316,2016-09-22,1030,2018-02-14
1065316,2016-09-22,226,2018-02-16
1065316,2016-09-22,907,2018-02-17
1065316,2016-09-22,3550,2018-02-26
1065316,2016-09-22,1764,2018-03-05
1065316,2016-09-22,1117,2018-03-06
1065316,2016-09-22,686,2018-03-07
1065316,2016-09-22,887,2018-03-08
1065317,2016-09-22,69,2018-02-03
1065317,2016-09-22,1068,2018-02-04
1065317,2016-09-22,1778,2018-02-28
1065318,2016-09-22,1,2018-01-05
1065318,2016-09-22,212,2018-02-05
1065318,2016-09-22,1081,2018-02-06
1065318,2016-09-22,1079,2018-02-28
10332315,2016-09-22,1,2017-04-20
10333064,2016-09-22,42,2017-04-06
10333759,2016-09-22,275.666666666667,2017-04-03
10333759,2016-09-22,148,2017-04-04
10341116,2016-09-22,876,2018-02-02
10341116,2016-09-22,580,2018-03-11
10341116,2016-09-22,1122,2018-03-12
10341311,2016-09-22,64,2017-10-20
10341311,2016-09-22,792,2017-10-30
10341429,2016-09-22,172,2018-01-20
10341429,2016-09-22,469,2018-01-29
10341429,2016-09-22,1027,2018-01-30
10341429,2016-09-22,156,2018-02-01
10341429,2016-09-22,555,2018-03-09
10341429,2016-09-22,550,2018-03-10
10341430,2016-09-22,11,2018-01-20
10341430,2016-09-22,221,2018-02-01
10341430,2016-09-22,1587,2018-02-02
10341430,2016-09-22,1787,2018-03-10
10341430,2016-09-22,638.833333333333,2018-03-11
10343543,2016-09-22,201,2018-01-06
10343543,2016-09-22,525,2018-02-06
10343543,2016-09-22,609,2018-02-24
10343544,2016-09-22,9,2018-01-26
10343544,2016-09-22,48,2018-02-18
10343544,2016-09-22,332.875,2018-02-23
10343544,2016-09-22,1461,2018-02-26
10343544,2016-09-22,1468,2018-03-06
10351199,2016-09-22,4,2017-08-18
10351199,2016-09-22,6,2018-01-16
10351200,2016-09-22,2,2017-08-12
10351200,2016-09-22,3,2017-09-09
10351200,2016-09-22,4,2018-01-17
10354033,2016-09-22,4,2018-01-28
10354037,2016-09-22,5,2018-01-28
112991,2016-09-23,2733,2017-03-02
112991,2016-09-23,220,2017-03-03
112991,2016-09-23,509,2017-03-08
112991,2016-09-23,1661,2017-03-23
112991,2016-09-23,1601,2017-04-12
112991,2016-09-23,99,2017-04-18
114511,2016-09-23,57,2017-04-03
114511,2016-09-23,490,2017-04-04
114511,2016-09-23,2909,2017-04-09
114511,2016-09-23,5838,2017-04-10
114511,2016-09-23,4335,2017-04-16
1053009,2016-09-23,89,2017-10-27
1053009,2016-09-23,269,2017-10-30
1053010,2016-09-23,90,2017-10-30
1053010,2016-09-23,470,2017-11-28
1053010,2016-09-23,321.583333333333,2017-12-14
1053011,2016-09-23,309,2017-10-30
1053011,2016-09-23,572,2017-11-19
1053011,2016-09-23,1152,2017-12-13
1057371,2016-09-23,302,2019-04-06
1057371,2016-09-23,1483,2019-07-25
1063485,2016-09-23,1274,2018-02-25
1063485,2016-09-23,1090,2018-02-28
1063486,2016-09-23,1024,2018-02-24
1063488,2016-09-23,303,2018-01-18
1063488,2016-09-23,629,2018-02-25
1063488,2016-09-23,1369,2018-02-27
1063488,2016-09-23,107,2018-02-28
1063491,2016-09-23,721,2018-02-24
1063581,2016-09-23,244.075,2017-08-23
1063647,2016-09-23,12,2017-06-13
1064002,2016-09-23,749,2018-01-29
1064003,2016-09-23,299,2018-01-29
1064023,2016-09-23,315.925,2017-09-05
1064678,2016-09-23,327,2017-09-17
1064687,2016-09-23,1367,2017-04-25
1064687,2016-09-23,2795,2017-04-30
1064727,2016-09-23,589,2017-04-25
1064727,2016-09-23,3054,2017-05-01
1064935,2016-09-23,272,2017-10-22
1064936,2016-09-23,269,2018-02-06
1064936,2016-09-23,667,2018-02-28
1064936,2016-09-23,1025,2018-03-01
1064975,2016-09-23,780,2018-02-03
1064975,2016-09-23,1,2018-02-13
1064975,2016-09-23,591,2018-02-14
1064975,2016-09-23,1209,2018-02-15
1064975,2016-09-23,925,2018-02-16
1064975,2016-09-23,2133,2018-02-17
1064975,2016-09-23,1590,2018-02-18
1064975,2016-09-23,1725,2018-03-06
1064975,2016-09-23,3067,2018-03-07
1064975,2016-09-23,659,2018-03-08
1064984,2016-09-23,2597,2018-02-22
1064984,2016-09-23,1851,2018-02-23
1064984,2016-09-23,1535,2018-03-05
1064986,2016-09-23,35,2018-02-04
1064986,2016-09-23,2070,2018-02-05
1064986,2016-09-23,100,2018-02-06
1064986,2016-09-23,1576,2018-02-28
1065037,2016-09-23,111,2019-05-13
1065037,2016-09-23,1100,2019-08-05
1065201,2016-09-23,137,2018-01-18
1065201,2016-09-23,395,2018-02-25
1065201,2016-09-23,1378,2018-02-28
1065202,2016-09-23,460,2018-02-24
1065315,2016-09-23,1,2018-02-10
1065315,2016-09-23,346,2018-02-11
1065315,2016-09-23,1800,2018-02-12
1065315,2016-09-23,320,2018-02-13
1065315,2016-09-23,1514,2018-03-08
1065315,2016-09-23,968,2018-03-09
1065316,2016-09-23,4,2018-02-13
1065316,2016-09-23,797,2018-02-14
1065316,2016-09-23,226,2018-02-16
1065316,2016-09-23,907,2018-02-17
1065316,2016-09-23,3550,2018-02-26
1065316,2016-09-23,1764,2018-03-05
1065316,2016-09-23,1117,2018-03-06
1065316,2016-09-23,686,2018-03-07
1065316,2016-09-23,887,2018-03-08
1065317,2016-09-23,32,2018-02-03
1065317,2016-09-23,1068,2018-02-04
1065317,2016-09-23,1778,2018-02-28
1065318,2016-09-23,159,2018-02-05
1065318,2016-09-23,1081,2018-02-06
1065318,2016-09-23,1079,2018-02-28
10332315,2016-09-23,1,2017-04-20
10333064,2016-09-23,42,2017-04-06
10333759,2016-09-23,198.666666666667,2017-04-03
10333759,2016-09-23,358,2017-04-04
10341116,2016-09-23,810,2018-02-02
10341116,2016-09-23,940,2018-03-11
10341116,2016-09-23,1777,2018-03-12
10341311,2016-09-23,42,2017-10-20
10341311,2016-09-23,792,2017-10-30
10341429,2016-09-23,112,2018-01-20
10341429,2016-09-23,469,2018-01-29
10341429,2016-09-23,1027,2018-01-30
10341429,2016-09-23,156,2018-02-01
10341429,2016-09-23,555,2018-03-09
10341429,2016-09-23,550,2018-03-10
10341430,2016-09-23,150,2018-02-01
10341430,2016-09-23,1587,2018-02-02
10341430,2016-09-23,1935,2018-03-10
10341430,2016-09-23,909,2018-03-11
10343543,2016-09-23,161,2018-01-06
10343543,2016-09-23,525,2018-02-06
10343543,2016-09-23,609,2018-02-24
10343543,2016-09-23,501,2018-03-12
10343543,2016-09-23,506.916666666667,2018-03-13
10343544,2016-09-23,309.875,2018-02-23
10343544,2016-09-23,1461,2018-02-26
10343544,2016-09-23,1468,2018-03-06
10351199,2016-09-23,4,2017-08-18
10351199,2016-09-23,6,2018-01-16
10351200,2016-09-23,1,2017-08-12
10351200,2016-09-23,3,2017-09-09
10351200,2016-09-23,4,2018-01-17
10354037,2016-09-23,3,2018-01-28
112991,2016-09-24,2231,2017-03-02
112991,2016-09-24,220,2017-03-03
112991,2016-09-24,509,2017-03-08
112991,2016-09-24,1661,2017-03-23
112991,2016-09-24,1601,2017-04-12
112991,2016-09-24,99,2017-04-18
114511,2016-09-24,7,2017-04-03
114511,2016-09-24,2412,2017-04-09
114511,2016-09-24,5838,2017-04-10
114511,2016-09-24,4335,2017-04-16
1053009,2016-09-24,46,2017-10-27
1053009,2016-09-24,269,2017-10-30
1053010,2016-09-24,61,2017-10-30
1053010,2016-09-24,470,2017-11-28
1053010,2016-09-24,321.583333333333,2017-12-14
1053011,2016-09-24,237,2017-10-30
1053011,2016-09-24,572,2017-11-19
1053011,2016-09-24,1152,2017-12-13
1057371,2016-09-24,284,2019-04-06
1057371,2016-09-24,1483,2019-07-25
1063485,2016-09-24,1132,2018-02-25
1063485,2016-09-24,1090,2018-02-28
1063486,2016-09-24,933,2018-02-24
1063488,2016-09-24,193,2018-01-18
1063488,2016-09-24,629,2018-02-25
1063488,2016-09-24,1369,2018-02-27
1063488,2016-09-24,107,2018-02-28
1063491,2016-09-24,632,2018-02-24
1063581,2016-09-24,244.075,2017-08-23
1063647,2016-09-24,12,2017-06-13
1064002,2016-09-24,727,2018-01-29
1064003,2016-09-24,280,2018-01-29
1064023,2016-09-24,315.925,2017-09-05
