SKU,Date,Quantity,Expiration.Date
10343544,2016-11-30,1,2018-03-20
10343544,2016-11-30,2,2018-04-12
10343544,2016-11-30,1046,2018-04-19
10343544,2016-11-30,801,2018-04-20
10343544,2016-11-30,397,2018-05-15
10343544,2016-11-30,1205,2018-05-16
10351199,2016-11-30,6,2018-01-16
10351199,2016-11-30,2,2018-03-14
10351200,2016-11-30,2,2017-09-09
10351200,2016-11-30,4,2018-01-17
10351200,2016-11-30,2,2018-02-28
10354033,2016-11-30,4,2018-02-25
10354033,2016-11-30,10,2018-04-24
10354037,2016-11-30,9,2018-02-24
10354037,2016-11-30,2,2018-04-26
10367045,2016-11-30,65,2017-10-19
10367045,2016-11-30,1121,2017-10-29
10367045,2016-11-30,842,2017-11-04
10367045,2016-11-30,851,2017-11-05
10367045,2016-11-30,827,2017-11-14
10367045,2016-11-30,427,2017-11-15
10367045,2016-11-30,420,2017-11-16
10367045,2016-11-30,844,2017-11-17
10369151,2016-11-30,138,2017-05-01
112991,2016-12-01,3,2017-05-03
112991,2016-12-01,80,2017-05-11
112991,2016-12-01,11,2017-05-19
112991,2016-12-01,3264,2017-06-07
112991,2016-12-01,3238,2017-06-15
112991,2016-12-01,3400,2017-06-20
114511,2016-12-01,0.583333333333333,2017-06-08
114511,2016-12-01,5917,2017-06-16
1053009,2016-12-01,21,2017-12-22
1053009,2016-12-01,436,2018-02-14
1053010,2016-12-01,495,2017-12-28
1053010,2016-12-01,165,2018-02-14
1053011,2016-12-01,1,2017-10-30
1053011,2016-12-01,1,2017-12-13
1053011,2016-12-01,733,2018-02-14
1057371,2016-12-01,655,2019-07-25
1057371,2016-12-01,1842,2019-08-18
1062473,2016-12-01,1058,2017-06-08
1062473,2016-12-01,2856,2017-07-15
1062474,2016-12-01,858,2017-06-06
1062474,2016-12-01,2970,2017-07-16
1063485,2016-12-01,1,2018-04-24
1063485,2016-12-01,117.833333333333,2018-04-25
1063485,2016-12-01,867,2018-05-21
1063485,2016-12-01,894,2018-05-22
1063486,2016-12-01,170,2018-04-27
1063486,2016-12-01,867,2018-05-11
1063488,2016-12-01,1,2018-02-27
1063488,2016-12-01,82,2018-04-23
1063488,2016-12-01,1371.25,2018-05-21
1063491,2016-12-01,147,2018-04-27
1063491,2016-12-01,720,2018-05-11
1063581,2016-12-01,10.075,2017-08-23
1063581,2016-12-01,192.925,2018-01-26
1063581,2016-12-01,497.8625,2018-01-29
1063582,2016-12-01,307,2018-01-22
1063582,2016-12-01,317.175,2018-01-24
1063645,2016-12-01,11,2018-04-22
1063647,2016-12-01,4,2017-06-13
1063647,2016-12-01,21,2018-03-15
1064002,2016-12-01,676,2018-04-26
1064003,2016-12-01,43,2018-03-22
1064003,2016-12-01,423,2018-04-26
1064023,2016-12-01,0.925,2017-09-05
1064023,2016-12-01,279.675,2018-01-26
1064935,2016-12-01,1,2017-10-22
1064935,2016-12-01,441,2018-02-28
1064936,2016-12-01,1,2018-02-06
1064936,2016-12-01,467,2018-05-10
1064936,2016-12-01,1138,2018-05-11
1064975,2016-12-01,1,2018-02-13
1064975,2016-12-01,1,2018-02-15
1064975,2016-12-01,1,2018-03-07
1064975,2016-12-01,2,2018-04-09
1064975,2016-12-01,8,2018-04-10
1064975,2016-12-01,1464,2018-04-20
1064975,2016-12-01,1596,2018-05-06
1064975,2016-12-01,1330,2018-05-07
1064975,2016-12-01,404,2018-05-08
1064984,2016-12-01,196,2018-04-18
1064984,2016-12-01,931,2018-05-14
1064984,2016-12-01,1328,2018-05-15
1064986,2016-12-01,383,2018-04-04
1064986,2016-12-01,787,2018-04-05
1064986,2016-12-01,782,2018-05-08
1064986,2016-12-01,294,2018-05-09
1065037,2016-12-01,374,2019-08-05
1065037,2016-12-01,616,2019-08-10
1065201,2016-12-01,1,2018-02-28
1065201,2016-12-01,541,2018-04-24
1065201,2016-12-01,248,2018-05-22
1065202,2016-12-01,1,2018-03-23
1065202,2016-12-01,250,2018-04-28
1065202,2016-12-01,375,2018-05-11
1065202,2016-12-01,683,2018-05-12
1065315,2016-12-01,1,2018-02-10
1065315,2016-12-01,1,2018-02-12
1065315,2016-12-01,1,2018-03-08
1065315,2016-12-01,1,2018-03-21
1065315,2016-12-01,1,2018-03-22
1065315,2016-12-01,5,2018-03-28
1065315,2016-12-01,1,2018-04-11
1065315,2016-12-01,370,2018-04-12
1065315,2016-12-01,240,2018-05-16
1065315,2016-12-01,888,2018-05-17
1065315,2016-12-01,1047,2018-05-18
1065316,2016-12-01,873,2018-05-05
1065316,2016-12-01,1036,2018-05-06
1065316,2016-12-01,670,2018-05-07
1065316,2016-12-01,1127,2018-05-08
1065316,2016-12-01,2891.75,2018-05-18
1065317,2016-12-01,1,2018-02-04
1065317,2016-12-01,1,2018-03-12
1065317,2016-12-01,666,2018-04-06
1065317,2016-12-01,310,2018-04-07
1065317,2016-12-01,1083,2018-05-10
1065318,2016-12-01,672,2018-04-05
1065318,2016-12-01,1058,2018-05-08
1065318,2016-12-01,1740,2018-05-09
10332315,2016-12-01,1,2017-04-20
10333759,2016-12-01,0.666666666666667,2017-06-09
10333759,2016-12-01,686,2017-06-16
10341116,2016-12-01,71,2018-05-03
10341116,2016-12-01,945,2018-05-04
10341116,2016-12-01,1137,2018-05-20
10341311,2016-12-01,3,2018-01-08
10341311,2016-12-01,576.53125,2018-02-20
10341429,2016-12-01,510,2018-05-03
10341429,2016-12-01,315,2018-05-19
10341429,2016-12-01,953,2018-05-20
10341430,2016-12-01,2476.58333333333,2018-05-19
10343543,2016-12-01,1,2018-02-06
10343543,2016-12-01,1,2018-03-13
10343543,2016-12-01,2,2018-04-05
10343543,2016-12-01,74,2018-04-28
10343543,2016-12-01,883,2018-05-09
10343543,2016-12-01,760,2018-05-10
10343544,2016-12-01,0.875,2018-02-23
10343544,2016-12-01,1,2018-03-06
10343544,2016-12-01,1,2018-03-20
10343544,2016-12-01,2,2018-04-12
10343544,2016-12-01,1046,2018-04-19
10343544,2016-12-01,801,2018-04-20
10343544,2016-12-01,397,2018-05-15
10343544,2016-12-01,1205,2018-05-16
10351199,2016-12-01,6,2018-01-16
10351199,2016-12-01,2,2018-03-14
10351200,2016-12-01,2,2017-09-09
10351200,2016-12-01,4,2018-01-17
10351200,2016-12-01,2,2018-02-28
10354033,2016-12-01,4,2018-02-25
10354033,2016-12-01,10,2018-04-24
10354037,2016-12-01,9,2018-02-24
10354037,2016-12-01,2,2018-04-26
10367045,2016-12-01,65,2017-10-19
10367045,2016-12-01,1121,2017-10-29
10367045,2016-12-01,842,2017-11-04
10367045,2016-12-01,851,2017-11-05
10367045,2016-12-01,827,2017-11-14
10367045,2016-12-01,427,2017-11-15
10367045,2016-12-01,420,2017-11-16
10367045,2016-12-01,844,2017-11-17
10369151,2016-12-01,138,2017-05-01
112991,2016-12-03,1,2017-05-03
112991,2016-12-03,80,2017-05-11
112991,2016-12-03,11,2017-05-19
112991,2016-12-03,3264,2017-06-07
112991,2016-12-03,3238,2017-06-15
112991,2016-12-03,3400,2017-06-20
114511,2016-12-03,0.583333333333333,2017-06-08
114511,2016-12-03,5917,2017-06-16
1053009,2016-12-03,21,2017-12-22
1053009,2016-12-03,436,2018-02-14
1053010,2016-12-03,495,2017-12-28
1053010,2016-12-03,165,2018-02-14
1053011,2016-12-03,1,2017-10-30
1053011,2016-12-03,13,2017-12-13
1053011,2016-12-03,721,2018-02-14
1057371,2016-12-03,655,2019-07-25
1057371,2016-12-03,1842,2019-08-18
1062473,2016-12-03,1057,2017-06-08
1062473,2016-12-03,2856,2017-07-15
1062474,2016-12-03,858,2017-06-06
1062474,2016-12-03,2970,2017-07-16
1063485,2016-12-03,116.833333333333,2018-04-25
1063485,2016-12-03,867,2018-05-21
1063485,2016-12-03,894,2018-05-22
1063486,2016-12-03,170,2018-04-27
1063486,2016-12-03,867,2018-05-11
1063488,2016-12-03,1,2018-02-27
1063488,2016-12-03,81,2018-04-23
1063488,2016-12-03,1371.25,2018-05-21
1063491,2016-12-03,147,2018-04-27
1063491,2016-12-03,720,2018-05-11
1063581,2016-12-03,10.075,2017-08-23
1063581,2016-12-03,192.925,2018-01-26
1063581,2016-12-03,497.8625,2018-01-29
1063582,2016-12-03,307,2018-01-22
1063582,2016-12-03,317.175,2018-01-24
1063645,2016-12-03,11,2018-04-22
1063647,2016-12-03,4,2017-06-13
1063647,2016-12-03,21,2018-03-15
1064002,2016-12-03,676,2018-04-26
1064003,2016-12-03,42,2018-03-22
1064003,2016-12-03,423,2018-04-26
1064023,2016-12-03,0.925,2017-09-05
1064023,2016-12-03,279.675,2018-01-26
1064935,2016-12-03,1,2017-10-22
1064935,2016-12-03,441,2018-02-28
1064936,2016-12-03,1,2018-02-06
1064936,2016-12-03,464,2018-05-10
1064936,2016-12-03,1138,2018-05-11
1064975,2016-12-03,1,2018-02-13
1064975,2016-12-03,1,2018-02-15
1064975,2016-12-03,1,2018-03-07
1064975,2016-12-03,2,2018-04-09
1064975,2016-12-03,8,2018-04-10
1064975,2016-12-03,1464,2018-04-20
1064975,2016-12-03,1596,2018-05-06
1064975,2016-12-03,1330,2018-05-07
1064975,2016-12-03,404,2018-05-08
1064984,2016-12-03,196,2018-04-18
1064984,2016-12-03,931,2018-05-14
1064984,2016-12-03,1328,2018-05-15
1064986,2016-12-03,383,2018-04-04
1064986,2016-12-03,787,2018-04-05
1064986,2016-12-03,782,2018-05-08
1064986,2016-12-03,294,2018-05-09
1065037,2016-12-03,374,2019-08-05
1065037,2016-12-03,616,2019-08-10
1065201,2016-12-03,1,2018-02-28
1065201,2016-12-03,541,2018-04-24
1065201,2016-12-03,248,2018-05-22
1065202,2016-12-03,249,2018-04-28
1065202,2016-12-03,375,2018-05-11
1065202,2016-12-03,683,2018-05-12
1065315,2016-12-03,1,2018-02-10
1065315,2016-12-03,1,2018-02-12
1065315,2016-12-03,1,2018-03-08
1065315,2016-12-03,1,2018-03-21
1065315,2016-12-03,1,2018-03-22
1065315,2016-12-03,5,2018-03-28
1065315,2016-12-03,1,2018-04-11
1065315,2016-12-03,370,2018-04-12
1065315,2016-12-03,240,2018-05-16
1065315,2016-12-03,888,2018-05-17
1065315,2016-12-03,1047,2018-05-18
1065316,2016-12-03,873,2018-05-05
1065316,2016-12-03,1109,2018-05-06
1065316,2016-12-03,670,2018-05-07
1065316,2016-12-03,1127,2018-05-08
1065316,2016-12-03,2891.75,2018-05-18
1065317,2016-12-03,1,2018-02-04
1065317,2016-12-03,1,2018-03-12
1065317,2016-12-03,666,2018-04-06
1065317,2016-12-03,310,2018-04-07
1065317,2016-12-03,1083,2018-05-10
1065318,2016-12-03,672,2018-04-05
1065318,2016-12-03,1058,2018-05-08
1065318,2016-12-03,1740,2018-05-09
10332315,2016-12-03,1,2017-04-20
10333759,2016-12-03,0.666666666666667,2017-06-09
10333759,2016-12-03,681,2017-06-16
10341116,2016-12-03,71,2018-05-03
10341116,2016-12-03,945,2018-05-04
10341116,2016-12-03,1137,2018-05-20
10341311,2016-12-03,32,2018-01-08
10341311,2016-12-03,986.53125,2018-02-20
10341429,2016-12-03,510,2018-05-03
10341429,2016-12-03,314,2018-05-19
10341429,2016-12-03,953,2018-05-20
10341430,2016-12-03,2475.58333333333,2018-05-19
10343543,2016-12-03,1,2018-02-06
10343543,2016-12-03,1,2018-03-13
10343543,2016-12-03,2,2018-04-05
10343543,2016-12-03,74,2018-04-28
10343543,2016-12-03,883,2018-05-09
10343543,2016-12-03,760,2018-05-10
10343544,2016-12-03,0.875,2018-02-23
10343544,2016-12-03,1,2018-03-06
10343544,2016-12-03,1,2018-03-20
10343544,2016-12-03,2,2018-04-12
10343544,2016-12-03,1046,2018-04-19
10343544,2016-12-03,801,2018-04-20
10343544,2016-12-03,397,2018-05-15
10343544,2016-12-03,1205,2018-05-16
10351199,2016-12-03,6,2018-01-16
10351199,2016-12-03,2,2018-03-14
10351200,2016-12-03,2,2017-09-09
10351200,2016-12-03,4,2018-01-17
10351200,2016-12-03,2,2018-02-28
10354033,2016-12-03,4,2018-02-25
10354033,2016-12-03,10,2018-04-24
10354037,2016-12-03,9,2018-02-24
10354037,2016-12-03,2,2018-04-26
10367045,2016-12-03,65,2017-10-19
10367045,2016-12-03,1121,2017-10-29
10367045,2016-12-03,842,2017-11-04
10367045,2016-12-03,851,2017-11-05
10367045,2016-12-03,827,2017-11-14
10367045,2016-12-03,427,2017-11-15
10367045,2016-12-03,420,2017-11-16
10367045,2016-12-03,844,2017-11-17
10369151,2016-12-03,138,2017-05-01
112991,2016-12-05,48,2017-05-19
112991,2016-12-05,3264,2017-06-07
112991,2016-12-05,3238,2017-06-15
112991,2016-12-05,3400,2017-06-20
114511,2016-12-05,0.583333333333333,2017-06-08
114511,2016-12-05,5917,2017-06-16
1053009,2016-12-05,20,2017-12-22
1053009,2016-12-05,436,2018-02-14
1053010,2016-12-05,488,2017-12-28
1053010,2016-12-05,165,2018-02-14
1053011,2016-12-05,1,2017-10-30
1053011,2016-12-05,1,2017-12-13
1053011,2016-12-05,717,2018-02-14
1057371,2016-12-05,650,2019-07-25
1057371,2016-12-05,1842,2019-08-18
1062473,2016-12-05,983,2017-06-08
1062473,2016-12-05,2856,2017-07-15
1062474,2016-12-05,2970,2017-07-16
1063485,2016-12-05,111.833333333333,2018-04-25
1063485,2016-12-05,867,2018-05-21
1063485,2016-12-05,894,2018-05-22
1063486,2016-12-05,158,2018-04-27
1063486,2016-12-05,867,2018-05-11
1063488,2016-12-05,1,2018-02-27
1063488,2016-12-05,54,2018-04-23
1063488,2016-12-05,1371.25,2018-05-21
1063491,2016-12-05,125,2018-04-27
1063491,2016-12-05,720,2018-05-11
1063581,2016-12-05,10.075,2017-08-23
1063581,2016-12-05,192.925,2018-01-26
1063581,2016-12-05,497.8625,2018-01-29
1063582,2016-12-05,307,2018-01-22
1063582,2016-12-05,317.175,2018-01-24
1063645,2016-12-05,11,2018-04-22
1063647,2016-12-05,4,2017-06-13
1063647,2016-12-05,21,2018-03-15
1064002,2016-12-05,670,2018-04-26
1064003,2016-12-05,37,2018-03-22
1064003,2016-12-05,423,2018-04-26
1064023,2016-12-05,0.925,2017-09-05
1064023,2016-12-05,279.675,2018-01-26
1064935,2016-12-05,1,2017-10-22
1064935,2016-12-05,436,2018-02-28
1064936,2016-12-05,1,2018-02-06
1064936,2016-12-05,451,2018-05-10
1064936,2016-12-05,1138,2018-05-11
1064975,2016-12-05,1,2018-02-13
1064975,2016-12-05,1,2018-02-15
1064975,2016-12-05,1,2018-03-07
1064975,2016-12-05,2,2018-04-09
1064975,2016-12-05,163,2018-04-10
1064975,2016-12-05,1542,2018-04-20
1064975,2016-12-05,1596,2018-05-06
1064975,2016-12-05,1252,2018-05-07
1064975,2016-12-05,248,2018-05-08
1064984,2016-12-05,195,2018-04-18
1064984,2016-12-05,931,2018-05-14
1064984,2016-12-05,1328,2018-05-15
1064986,2016-12-05,365,2018-04-04
1064986,2016-12-05,787,2018-04-05
1064986,2016-12-05,782,2018-05-08
1064986,2016-12-05,294,2018-05-09
1065037,2016-12-05,369,2019-08-05
1065037,2016-12-05,617,2019-08-10
1065201,2016-12-05,532,2018-04-24
1065201,2016-12-05,248,2018-05-22
1065202,2016-12-05,230,2018-04-28
1065202,2016-12-05,375,2018-05-11
1065202,2016-12-05,683,2018-05-12
1065315,2016-12-05,1,2018-02-10
1065315,2016-12-05,1,2018-02-12
1065315,2016-12-05,1,2018-03-08
1065315,2016-12-05,1,2018-03-21
1065315,2016-12-05,1,2018-03-22
1065315,2016-12-05,5,2018-03-28
1065315,2016-12-05,1,2018-04-11
1065315,2016-12-05,365,2018-04-12
1065315,2016-12-05,240,2018-05-16
1065315,2016-12-05,888,2018-05-17
1065315,2016-12-05,1047,2018-05-18
1065316,2016-12-05,851,2018-05-05
1065316,2016-12-05,1109,2018-05-06
1065316,2016-12-05,670,2018-05-07
1065316,2016-12-05,1127,2018-05-08
1065316,2016-12-05,2891.75,2018-05-18
1065317,2016-12-05,1,2018-02-04
1065317,2016-12-05,1,2018-03-12
1065317,2016-12-05,658,2018-04-06
1065317,2016-12-05,310,2018-04-07
1065317,2016-12-05,1083,2018-05-10
1065318,2016-12-05,636,2018-04-05
1065318,2016-12-05,1058,2018-05-08
1065318,2016-12-05,1740,2018-05-09
10332315,2016-12-05,1,2017-04-20
10333759,2016-12-05,542,2017-06-16
10341116,2016-12-05,31,2018-05-03
10341116,2016-12-05,945,2018-05-04
10341116,2016-12-05,1137,2018-05-20
10341311,2016-12-05,22,2018-01-08
10341311,2016-12-05,986.53125,2018-02-20
10341429,2016-12-05,1,2018-04-08
10341429,2016-12-05,484,2018-05-03
10341429,2016-12-05,314,2018-05-19
10341429,2016-12-05,953,2018-05-20
10341430,2016-12-05,2465.58333333333,2018-05-19
10343543,2016-12-05,1,2018-02-06
10343543,2016-12-05,1,2018-03-13
10343543,2016-12-05,2,2018-04-05
10343543,2016-12-05,74,2018-04-28
10343543,2016-12-05,883,2018-05-09
10343543,2016-12-05,760,2018-05-10
10343544,2016-12-05,0.875,2018-02-23
10343544,2016-12-05,1,2018-03-06
10343544,2016-12-05,1,2018-03-20
10343544,2016-12-05,2,2018-04-12
10343544,2016-12-05,1046,2018-04-19
10343544,2016-12-05,801,2018-04-20
10343544,2016-12-05,397,2018-05-15
10343544,2016-12-05,1205,2018-05-16
10351199,2016-12-05,6,2018-01-16
10351199,2016-12-05,2,2018-03-14
10351200,2016-12-05,2,2017-09-09
10351200,2016-12-05,4,2018-01-17
10351200,2016-12-05,2,2018-02-28
10354033,2016-12-05,4,2018-02-25
10354033,2016-12-05,10,2018-04-24
10354037,2016-12-05,9,2018-02-24
10354037,2016-12-05,2,2018-04-26
10367045,2016-12-05,65,2017-10-19
10367045,2016-12-05,1121,2017-10-29
10367045,2016-12-05,842,2017-11-04
10367045,2016-12-05,851,2017-11-05
10367045,2016-12-05,827,2017-11-14
10367045,2016-12-05,427,2017-11-15
10367045,2016-12-05,420,2017-11-16
10367045,2016-12-05,844,2017-11-17
10369151,2016-12-05,138,2017-05-01
112991,2016-12-06,3178,2017-06-07
112991,2016-12-06,3238,2017-06-15
112991,2016-12-06,3408.33333333333,2017-06-20
114511,2016-12-06,0.583333333333333,2017-06-08
114511,2016-12-06,4887,2017-06-16
1053009,2016-12-06,19,2017-12-22
1053009,2016-12-06,436,2018-02-14
1053010,2016-12-06,441,2017-12-28
1053010,2016-12-06,165,2018-02-14
1053011,2016-12-06,1,2017-10-30
1053011,2016-12-06,1,2017-12-13
1053011,2016-12-06,603,2018-02-14
1057371,2016-12-06,618,2019-07-25
1057371,2016-12-06,1842,2019-08-18
1062473,2016-12-06,898,2017-06-08
1062473,2016-12-06,2856,2017-07-15
1062474,2016-12-06,746,2017-06-06
1062474,2016-12-06,2970,2017-07-16
1063485,2016-12-06,0.833333333333333,2018-04-25
1063485,2016-12-06,733,2018-05-21
1063485,2016-12-06,894,2018-05-22
1063486,2016-12-06,79,2018-04-27
1063486,2016-12-06,579,2018-05-11
1063488,2016-12-06,1,2018-02-27
1063488,2016-12-06,1209.25,2018-05-21
1063491,2016-12-06,545,2018-05-11
1063581,2016-12-06,10.075,2017-08-23
1063581,2016-12-06,192.925,2018-01-26
1063581,2016-12-06,497.8625,2018-01-29
1063582,2016-12-06,307,2018-01-22
1063582,2016-12-06,317.175,2018-01-24
1063645,2016-12-06,11,2018-04-22
1063647,2016-12-06,4,2017-06-13
1063647,2016-12-06,21,2018-03-15
1064002,2016-12-06,669,2018-04-26
1064003,2016-12-06,36,2018-03-22
1064003,2016-12-06,423,2018-04-26
1064023,2016-12-06,0.925,2017-09-05
1064023,2016-12-06,279.675,2018-01-26
1064935,2016-12-06,1,2017-10-22
1064935,2016-12-06,435,2018-02-28
1064936,2016-12-06,1,2018-02-06
1064936,2016-12-06,407,2018-05-10
1064936,2016-12-06,1138,2018-05-11
1064975,2016-12-06,1,2018-02-13
1064975,2016-12-06,1,2018-02-15
1064975,2016-12-06,1,2018-03-07
1064975,2016-12-06,2,2018-04-09
1064975,2016-12-06,156,2018-04-10
1064975,2016-12-06,1230,2018-04-20
1064975,2016-12-06,1596,2018-05-06
1064975,2016-12-06,1252,2018-05-07
1064975,2016-12-06,248,2018-05-08
1064984,2016-12-06,140,2018-04-18
1064984,2016-12-06,553,2018-05-14
1064984,2016-12-06,1328,2018-05-15
1064986,2016-12-06,231,2018-04-04
1064986,2016-12-06,787,2018-04-05
1064986,2016-12-06,782,2018-05-08
1064986,2016-12-06,294,2018-05-09
1065037,2016-12-06,360,2019-08-05
1065037,2016-12-06,617,2019-08-10
1065201,2016-12-06,322,2018-04-24
1065201,2016-12-06,248,2018-05-22
1065202,2016-12-06,56,2018-04-28
1065202,2016-12-06,375,2018-05-11
1065202,2016-12-06,683,2018-05-12
1065315,2016-12-06,1,2018-02-10
1065315,2016-12-06,1,2018-02-12
1065315,2016-12-06,1,2018-03-08
1065315,2016-12-06,1,2018-03-21
1065315,2016-12-06,1,2018-03-22
1065315,2016-12-06,5,2018-03-28
1065315,2016-12-06,1,2018-04-11
1065315,2016-12-06,109,2018-04-12
1065315,2016-12-06,75,2018-05-16
1065315,2016-12-06,888,2018-05-17
1065315,2016-12-06,1047,2018-05-18
1065316,2016-12-06,343,2018-05-05
1065316,2016-12-06,1109,2018-05-06
1065316,2016-12-06,670,2018-05-07
1065316,2016-12-06,1127,2018-05-08
1065316,2016-12-06,2891.75,2018-05-18
1065317,2016-12-06,1,2018-02-04
1065317,2016-12-06,1,2018-03-12
1065317,2016-12-06,493,2018-04-06
1065317,2016-12-06,310,2018-04-07
1065317,2016-12-06,1083,2018-05-10
1065318,2016-12-06,382,2018-04-05
1065318,2016-12-06,1058,2018-05-08
1065318,2016-12-06,1740,2018-05-09
10332315,2016-12-06,1,2017-04-20
10333759,2016-12-06,712,2017-06-16
10341116,2016-12-06,174,2018-05-03
10341116,2016-12-06,637,2018-05-04
10341116,2016-12-06,1137,2018-05-20
10341311,2016-12-06,964.53125,2018-02-20
10341429,2016-12-06,377,2018-05-03
10341429,2016-12-06,314,2018-05-19
10341429,2016-12-06,953,2018-05-20
10341430,2016-12-06,2301.58333333333,2018-05-19
10343543,2016-12-06,1,2018-02-06
10343543,2016-12-06,1,2018-03-13
10343543,2016-12-06,2,2018-04-05
10343543,2016-12-06,74,2018-04-28
10343543,2016-12-06,883,2018-05-09
10343543,2016-12-06,760,2018-05-10
10343544,2016-12-06,0.875,2018-02-23
10343544,2016-12-06,1,2018-03-06
10343544,2016-12-06,1,2018-03-20
10343544,2016-12-06,2,2018-04-12
10343544,2016-12-06,1046,2018-04-19
10343544,2016-12-06,801,2018-04-20
10343544,2016-12-06,397,2018-05-15
10343544,2016-12-06,1205,2018-05-16
10351199,2016-12-06,6,2018-01-16
10351199,2016-12-06,2,2018-03-14
10351200,2016-12-06,2,2017-09-09
10351200,2016-12-06,4,2018-01-17
10351200,2016-12-06,2,2018-02-28
10354033,2016-12-06,4,2018-02-25
10354033,2016-12-06,10,2018-04-24
10354037,2016-12-06,9,2018-02-24
10354037,2016-12-06,2,2018-04-26
10367045,2016-12-06,62,2017-10-19
10367045,2016-12-06,1121,2017-10-29
10367045,2016-12-06,842,2017-11-04
10367045,2016-12-06,851,2017-11-05
10367045,2016-12-06,827,2017-11-14
10367045,2016-12-06,427,2017-11-15
10367045,2016-12-06,420,2017-11-16
10367045,2016-12-06,844,2017-11-17
10369151,2016-12-06,138,2017-05-01
112991,2016-12-07,2973,2017-06-07
112991,2016-12-07,3238,2017-06-15
112991,2016-12-07,3400,2017-06-20
114511,2016-12-07,0.583333333333333,2017-06-08
114511,2016-12-07,4887,2017-06-16
1053009,2016-12-07,9,2017-12-22
1053009,2016-12-07,436,2018-02-14
1053010,2016-12-07,422,2017-12-28
1053010,2016-12-07,165,2018-02-14
1053011,2016-12-07,1,2017-10-30
1053011,2016-12-07,1,2017-12-13
1053011,2016-12-07,572,2018-02-14
1057371,2016-12-07,604,2019-07-25
1057371,2016-12-07,1842,2019-08-18
1062473,2016-12-07,725,2017-06-08
1062473,2016-12-07,2856,2017-07-15
1062474,2016-12-07,589,2017-06-06
1062474,2016-12-07,2970,2017-07-16
1063485,2016-12-07,0.833333333333333,2018-04-25
1063485,2016-12-07,718,2018-05-21
1063485,2016-12-07,894,2018-05-22
1063486,2016-12-07,60,2018-04-27
1063486,2016-12-07,579,2018-05-11
1063488,2016-12-07,1,2018-02-27
1063488,2016-12-07,1170.25,2018-05-21
1063491,2016-12-07,515,2018-05-11
1063581,2016-12-07,10.075,2017-08-23
1063581,2016-12-07,192.925,2018-01-26
1063581,2016-12-07,497.8625,2018-01-29
1063582,2016-12-07,307,2018-01-22
1063582,2016-12-07,317.175,2018-01-24
1063645,2016-12-07,11,2018-04-22
1063647,2016-12-07,4,2017-06-13
1063647,2016-12-07,21,2018-03-15
1064002,2016-12-07,657,2018-04-26
1064003,2016-12-07,28,2018-03-22
1064003,2016-12-07,423,2018-04-26
1064023,2016-12-07,0.925,2017-09-05
1064023,2016-12-07,279.675,2018-01-26
1064935,2016-12-07,1,2017-10-22
1064935,2016-12-07,402,2018-02-28
1064936,2016-12-07,1,2018-02-06
1064936,2016-12-07,359,2018-05-10
1064936,2016-12-07,1138,2018-05-11
1064975,2016-12-07,1,2018-02-13
1064975,2016-12-07,1,2018-02-15
1064975,2016-12-07,1,2018-03-07
1064975,2016-12-07,2,2018-04-09
1064975,2016-12-07,156,2018-04-10
1064975,2016-12-07,853,2018-04-20
1064975,2016-12-07,1596,2018-05-06
1064975,2016-12-07,1252,2018-05-07
1064975,2016-12-07,248,2018-05-08
1064984,2016-12-07,114,2018-04-18
1064984,2016-12-07,553,2018-05-14
1064984,2016-12-07,1328,2018-05-15
1064986,2016-12-07,217,2018-04-04
1064986,2016-12-07,787,2018-04-05
1064986,2016-12-07,782,2018-05-08
1064986,2016-12-07,294,2018-05-09
1065037,2016-12-07,350,2019-08-05
1065037,2016-12-07,617,2019-08-10
1065201,2016-12-07,293,2018-04-24
1065201,2016-12-07,248,2018-05-22
1065202,2016-12-07,22,2018-04-28
1065202,2016-12-07,375,2018-05-11
1065202,2016-12-07,683,2018-05-12
1065315,2016-12-07,1,2018-02-10
1065315,2016-12-07,1,2018-02-12
1065315,2016-12-07,1,2018-03-08
1065315,2016-12-07,1,2018-03-21
1065315,2016-12-07,1,2018-03-22
1065315,2016-12-07,5,2018-03-28
1065315,2016-12-07,1,2018-04-11
1065315,2016-12-07,54,2018-04-12
1065315,2016-12-07,20,2018-05-16
1065315,2016-12-07,833,2018-05-17
1065315,2016-12-07,1047,2018-05-18
1065316,2016-12-07,69,2018-05-05
1065316,2016-12-07,981,2018-05-06
1065316,2016-12-07,670,2018-05-07
1065316,2016-12-07,1127,2018-05-08
1065316,2016-12-07,2891.75,2018-05-18
1065317,2016-12-07,1,2018-02-04
1065317,2016-12-07,1,2018-03-12
1065317,2016-12-07,399,2018-04-06
1065317,2016-12-07,310,2018-04-07
1065317,2016-12-07,1083,2018-05-10
1065318,2016-12-07,262,2018-04-05
1065318,2016-12-07,1058,2018-05-08
1065318,2016-12-07,1740,2018-05-09
10332315,2016-12-07,1,2017-04-20
10333759,2016-12-07,347,2017-06-16
10341116,2016-12-07,127,2018-05-03
10341116,2016-12-07,614,2018-05-04
10341116,2016-12-07,1137,2018-05-20
10341311,2016-12-07,922.53125,2018-02-20
10341429,2016-12-07,312,2018-05-03
10341429,2016-12-07,314,2018-05-19
10341429,2016-12-07,953,2018-05-20
10341430,2016-12-07,1993.58333333333,2018-05-19
10343543,2016-12-07,1,2018-02-06
10343543,2016-12-07,1,2018-03-13
10343543,2016-12-07,2,2018-04-05
10343543,2016-12-07,51,2018-04-28
10343543,2016-12-07,806,2018-05-09
