"","SKU","Description","Date","Quantity","Expiration.Date","Days.To.Expiry","Status"
"1932",1064678,"ANCHOR ADULT 36X180G",2016-09-03,457,2017-09-17,379,"Fresh"
"1940",1064727,"ANLENE CONCENTRATCHOC-PH 48X110ML NEW",2016-09-03,1871,2017-04-25,234,"Fresh"
"1943",1064935,"ANCHOR FAMILY MILK CHOC 32X150G",2016-09-03,506,2017-10-22,414,"Fresh"
"1952",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2016-09-03,1065,2018-02-06,521,"Fresh"
"1969",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-03,1513,2018-02-03,518,"Fresh"
"1970",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-03,2127,2018-02-13,528,"Fresh"
"1971",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-03,1192,2018-02-14,529,"Fresh"
"1972",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-03,1209,2018-02-15,530,"Fresh"
"1973",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-03,925,2018-02-16,531,"Fresh"
"1974",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-03,2133,2018-02-17,532,"Fresh"
"1975",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-03,1591.5,2018-02-18,533,"Fresh"
"2009",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-09-03,73,2018-01-26,510,"Fresh"
"2010",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-09-03,1134,2018-02-18,533,"Fresh"
"2011",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-09-03,808,2018-02-19,534,"Fresh"
"2012",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-09-03,2662,2018-02-22,537,"Fresh"
"2013",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-09-03,1851,2018-02-23,538,"Fresh"
"2044",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-09-03,658,2018-02-04,519,"Fresh"
"2045",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-09-03,2070,2018-02-05,520,"Fresh"
"2046",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-09-03,100,2018-02-06,521,"Fresh"
"2059",1065037,"ANCHOR 6X2.5KG(PH) CAN",2016-09-03,349,2019-05-13,982,"Fresh"
"2067",1065201,"ANMUM MATERNA PLAIN 12X800G",2016-09-03,539,2018-01-17,501,"Fresh"
"2068",1065201,"ANMUM MATERNA PLAIN 12X800G",2016-09-03,204,2018-01-18,502,"Fresh"
"2077",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-09-03,530,2018-01-16,500,"Fresh"
"2078",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-09-03,577,2018-02-24,539,"Fresh"
"2088",1065315,"ANLENE GOLD 12X990G SUP",2016-09-03,1,2018-01-27,511,"Fresh"
"2089",1065315,"ANLENE GOLD 12X990G SUP",2016-09-03,96,2018-01-28,512,"Fresh"
"2090",1065315,"ANLENE GOLD 12X990G SUP",2016-09-03,561,2018-02-10,525,"Fresh"
"2091",1065315,"ANLENE GOLD 12X990G SUP",2016-09-03,1934,2018-02-11,526,"Fresh"
"2092",1065315,"ANLENE GOLD 12X990G SUP",2016-09-03,1855,2018-02-12,527,"Fresh"
"2093",1065315,"ANLENE GOLD 12X990G SUP",2016-09-03,320,2018-02-13,528,"Fresh"
"2139",1065316,"ANLENE GOLD 24X180G SUP",2016-09-03,452,2018-02-11,526,"Fresh"
"2140",1065316,"ANLENE GOLD 24X180G SUP",2016-09-03,901,2018-02-12,527,"Fresh"
"2141",1065316,"ANLENE GOLD 24X180G SUP",2016-09-03,1998,2018-02-13,528,"Fresh"
"2142",1065316,"ANLENE GOLD 24X180G SUP",2016-09-03,1092,2018-02-14,529,"Fresh"
"2143",1065316,"ANLENE GOLD 24X180G SUP",2016-09-03,226,2018-02-16,531,"Fresh"
"2144",1065316,"ANLENE GOLD 24X180G SUP",2016-09-03,907,2018-02-17,532,"Fresh"
"2194",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-09-03,738,2018-02-03,518,"Fresh"
"2195",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-09-03,1083,2018-02-04,519,"Fresh"
"2211",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-09-03,342,2018-01-06,490,"Fresh"
"2212",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-09-03,211,2018-02-04,519,"Fresh"
"2213",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-09-03,875,2018-02-05,520,"Fresh"
"2214",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-09-03,1081,2018-02-06,521,"Fresh"
"2229",10332315,"ANC FAMILY MILK 12X655G",2016-09-03,1,2017-04-20,229,"Fresh"
"2231",10333064,"ANC FAMILY MILK 24X300G",2016-09-03,42,2017-04-06,215,"Fresh"
"2238",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-09-03,2,2017-03-13,191,"Fresh"
"2239",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-09-03,417,2017-04-02,211,"Fresh"
"2271",10337661,"ANLENE GOLD CHOC 24X175G AT P99",2016-09-03,1,2018-01-05,489,"Fresh"
"2272",10337666,"ANLENE GOLD CHOC 24X385G AT P209",2016-09-03,3,2017-12-21,474,"Fresh"
"2273",10337667,"ANLENE GOLD PLAIN 24X180G AT P99",2016-09-03,5,2017-12-20,473,"Fresh"
"2275",10338963,"ANM MP CHOC 12X800G AT P678",2016-09-03,1,2018-01-01,485,"Fresh"
"2276",10338964,"ANM MP CHOC 24X375G AT P324",2016-09-03,2,2018-01-01,485,"Fresh"
"2277",10338965,"ANM MP CHOC 24X180G P159",2016-09-03,1,2018-01-01,485,"Fresh"
"2278",10338966,"ANM MP PLAIN 12X800G AT P678",2016-09-03,1,2018-01-17,501,"Fresh"
"2279",10338967,"ANM MP PLAIN 24X375G AT P 324",2016-09-03,15,2018-01-02,486,"Fresh"
"2280",10339070,"ANM MP MANG 24X180G AT P159",2016-09-03,7,2017-12-05,458,"Fresh"
"2282",10339071,"ANM MP MANG 24X375G AT P 324",2016-09-03,1,2017-12-05,458,"Fresh"
"2287",10341116,"ANC FAMILY MILK 24X300G+35G",2016-09-03,802,2018-01-19,503,"Fresh"
"2288",10341116,"ANC FAMILY MILK 24X300G+35G",2016-09-03,589,2018-02-01,516,"Fresh"
"2289",10341116,"ANC FAMILY MILK 24X300G+35G",2016-09-03,906,2018-02-02,517,"Fresh"
"2301",10341311,"ANC FAMILY MILK 32X140G+10G",2016-09-03,564,2017-10-20,412,"Fresh"
"2302",10341311,"ANC FAMILY MILK 32X140G+10G",2016-09-03,792,2017-10-30,422,"Fresh"
"2310",10341429,"ANC FAMILY MILK 12X900G+100G",2016-09-03,790,2018-01-19,503,"Fresh"
"2311",10341429,"ANC FAMILY MILK 12X900G+100G",2016-09-03,317,2018-01-20,504,"Fresh"
"2312",10341429,"ANC FAMILY MILK 12X900G+100G",2016-09-03,469,2018-01-29,513,"Fresh"
"2313",10341429,"ANC FAMILY MILK 12X900G+100G",2016-09-03,1027,2018-01-30,514,"Fresh"
"2314",10341429,"ANC FAMILY MILK 12X900G+100G",2016-09-03,156,2018-02-01,516,"Fresh"
"2327",10341430,"ANC FAMILY MILK 12X655G+45G",2016-09-03,263,2018-01-03,487,"Fresh"
"2328",10341430,"ANC FAMILY MILK 12X655G+45G",2016-09-03,1245,2018-01-20,504,"Fresh"
"2329",10341430,"ANC FAMILY MILK 12X655G+45G",2016-09-03,224,2018-02-01,516,"Fresh"
"2330",10341430,"ANC FAMILY MILK 12X655G+45G",2016-09-03,1587,2018-02-02,517,"Fresh"
"2342",10343521,"ANL GOLD CHOC 12X980G AT P499",2016-09-03,1,2018-01-15,499,"Fresh"
"2354",10343543,"ANL GOLD CHOC 24X300G",2016-09-03,1106,2018-01-06,490,"Fresh"
"2357",10343543,"ANL GOLD CHOC 24X300G",2016-09-03,505,2018-02-06,521,"Fresh"
"2358",10343543,"ANL GOLD CHOC 24X300G",2016-09-03,482,2018-02-24,539,"Fresh"
"2380",10343544,"ANL GOLD PLAIN 24X300G",2016-09-03,28,2018-01-11,495,"Fresh"
"2381",10343544,"ANL GOLD PLAIN 24X300G",2016-09-03,833,2018-01-26,510,"Fresh"
"2382",10343544,"ANL GOLD PLAIN 24X300G",2016-09-03,664.5,2018-02-18,533,"Fresh"
"2408",10351199,"ANM CHOC 4X3 800G SUYSING",2016-09-03,6,2017-08-18,349,"Fresh"
"2414",10351200,"ANM PLAIN 4X3 800G SUYSING",2016-09-03,4,2017-08-12,343,"Fresh"
"2415",10351200,"ANM PLAIN 4X3 800G SUYSING",2016-09-03,3,2017-09-09,371,"Fresh"
"2419",10354033,"ANM PLAIN 6X4X180G SUYSING",2016-09-03,1,2017-12-15,468,"Fresh"
"2425",10354037,"ANM CHOC 6X4X180G SUYSING",2016-09-03,4,2017-12-22,475,"Fresh"
"2595",112991,"ANCHOR UHT LITE 12X1L NEW",2016-09-05,282,2017-02-24,172,"Fresh"
"2596",112991,"ANCHOR UHT LITE 12X1L NEW",2016-09-05,4626,2017-03-02,178,"Fresh"
"2597",112991,"ANCHOR UHT LITE 12X1L NEW",2016-09-05,255,2017-03-03,179,"Fresh"
"2598",112991,"ANCHOR UHT LITE 12X1L NEW",2016-09-05,509,2017-03-08,184,"Fresh"
"2599",112991,"ANCHOR UHT LITE 12X1L NEW",2016-09-05,1664,2017-03-23,199,"Fresh"
"2618",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-09-05,0.083333,2017-03-01,177,"Fresh"
"2619",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-09-05,5398,2017-04-02,209,"Fresh"
"2620",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-09-05,1044,2017-04-03,210,"Fresh"
"2622",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-09-05,12,2017-04-09,216,"Fresh"
"2665",1053009,"Anchor FCMP 24x150g",2016-09-05,207,2017-10-27,417,"Fresh"
"2666",1053009,"Anchor FCMP 24x150g",2016-09-05,269,2017-10-30,420,"Fresh"
"2671",1053010,"ANCHOR FCMP 24 X 350G",2016-09-05,1,2017-10-20,410,"Fresh"
"2672",1053010,"ANCHOR FCMP 24 X 350G",2016-09-05,291,2017-10-30,420,"Fresh"
"2683",1053011,"ANCHOR FCMP 12 X700G",2016-09-05,819,2017-10-30,420,"Fresh"
"2684",1053011,"ANCHOR FCMP 12 X700G",2016-09-05,568,2017-11-19,440,"Fresh"
"2695",1057371,"ANCHOR FCMP 6X1.8kg (Phillipines)",2016-09-05,546,2019-04-06,943,"Fresh"
"2696",1057371,"ANCHOR FCMP 6X1.8kg (Phillipines)",2016-09-05,1492,2019-07-25,1053,"Fresh"
"2716",1063485,"ANMUM MATERNA PLAIN 24X180G (LEDA)",2016-09-05,1,2018-01-17,499,"Fresh"
"2717",1063485,"ANMUM MATERNA PLAIN 24X180G (LEDA)",2016-09-05,838,2018-01-28,510,"Fresh"
"2727",1063486,"ANMUM MAT CHOC 24x180G LEDA",2016-09-05,1,2018-01-01,483,"Fresh"
"2728",1063486,"ANMUM MAT CHOC 24x180G LEDA",2016-09-05,903,2018-01-28,510,"Fresh"
"2740",1063488,"ANMUM MATERNA PLAIN 24X375G (LEDA)",2016-09-05,1,2018-01-03,485,"Fresh"
"2741",1063488,"ANMUM MATERNA PLAIN 24X375G (LEDA)",2016-09-05,980,2018-01-18,500,"Fresh"
"2752",1063491,"ANMUM CHOC 24X375G",2016-09-05,541,2018-01-16,498,"Fresh"
"2753",1063491,"ANMUM CHOC 24X375G",2016-09-05,1031.45833333333,2018-02-24,537,"Fresh"
"2763",1063581,"ANMUM CHOCO 80X46G",2016-09-05,556.075,2017-08-23,352,"Fresh"
"2777",1063647,"ANMUM MATERNA CHOCO 24X375G",2016-09-05,12,2017-06-13,281,"Fresh"
"2781",1064002,"ANMUM VANILLA MANGO 24X180G",2016-09-05,25,2017-12-05,456,"Fresh"
"2782",1064002,"ANMUM VANILLA MANGO 24X180G",2016-09-05,866,2018-01-29,511,"Fresh"
"2787",1064003,"ANMUM VANILLA MANGO 24X375G",2016-09-05,457,2018-01-29,511,"Fresh"
"2791",1064023,"ANMUM VANILLA MANGO 80X37.5 G",2016-09-05,48,2017-05-13,250,"Fresh"
"2792",1064023,"ANMUM VANILLA MANGO 80X37.5 G",2016-09-05,583.925,2017-09-05,365,"Fresh"
"2795",1064678,"ANCHOR ADULT 36X180G",2016-09-05,449,2017-09-17,377,"Fresh"
"2803",1064727,"ANLENE CONCENTRATCHOC-PH 48X110ML NEW",2016-09-05,1786,2017-04-25,232,"Fresh"
"2806",1064935,"ANCHOR FAMILY MILK CHOC 32X150G",2016-09-05,504,2017-10-22,412,"Fresh"
"2815",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2016-09-05,1048,2018-02-06,519,"Fresh"
"2831",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-05,889,2018-01-27,509,"Fresh"
"2832",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-05,1225,2018-02-03,516,"Fresh"
"2833",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-05,1462,2018-02-13,526,"Fresh"
"2834",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-05,1192,2018-02-14,527,"Fresh"
"2835",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-05,1209,2018-02-15,528,"Fresh"
"2836",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-05,925,2018-02-16,529,"Fresh"
"2837",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-05,2133,2018-02-17,530,"Fresh"
"2838",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-05,1590.5,2018-02-18,531,"Fresh"
"2873",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-09-05,1124,2018-02-18,531,"Fresh"
"2874",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-09-05,808,2018-02-19,532,"Fresh"
"2875",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-09-05,2662,2018-02-22,535,"Fresh"
"2876",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-09-05,1851,2018-02-23,536,"Fresh"
"2907",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-09-05,619,2018-02-04,517,"Fresh"
"2908",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-09-05,2070,2018-02-05,518,"Fresh"
"2909",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-09-05,100,2018-02-06,519,"Fresh"
"2922",1065037,"ANCHOR 6X2.5KG(PH) CAN",2016-09-05,342,2019-05-13,980,"Fresh"
"2930",1065201,"ANMUM MATERNA PLAIN 12X800G",2016-09-05,523,2018-01-17,499,"Fresh"
"2931",1065201,"ANMUM MATERNA PLAIN 12X800G",2016-09-05,206,2018-01-18,500,"Fresh"
"2940",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-09-05,506,2018-01-16,498,"Fresh"
"2941",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-09-05,577,2018-02-24,537,"Fresh"
"2952",1065315,"ANLENE GOLD 12X990G SUP",2016-09-05,7,2018-01-28,510,"Fresh"
"2953",1065315,"ANLENE GOLD 12X990G SUP",2016-09-05,561,2018-02-10,523,"Fresh"
"2954",1065315,"ANLENE GOLD 12X990G SUP",2016-09-05,2013,2018-02-11,524,"Fresh"
"2955",1065315,"ANLENE GOLD 12X990G SUP",2016-09-05,1855,2018-02-12,525,"Fresh"
"2956",1065315,"ANLENE GOLD 12X990G SUP",2016-09-05,320,2018-02-13,526,"Fresh"
"3001",1065316,"ANLENE GOLD 24X180G SUP",2016-09-05,105,2018-01-13,495,"Fresh"
"3002",1065316,"ANLENE GOLD 24X180G SUP",2016-09-05,324,2018-02-11,524,"Fresh"
"3003",1065316,"ANLENE GOLD 24X180G SUP",2016-09-05,901,2018-02-12,525,"Fresh"
"3004",1065316,"ANLENE GOLD 24X180G SUP",2016-09-05,1893,2018-02-13,526,"Fresh"
"3005",1065316,"ANLENE GOLD 24X180G SUP",2016-09-05,1092,2018-02-14,527,"Fresh"
"3006",1065316,"ANLENE GOLD 24X180G SUP",2016-09-05,226,2018-02-16,529,"Fresh"
"3007",1065316,"ANLENE GOLD 24X180G SUP",2016-09-05,907,2018-02-17,530,"Fresh"
"3057",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-09-05,721,2018-02-03,516,"Fresh"
"3058",1065317,"ANLENE GOLD CHOC 12X980G SUP",2016-09-05,1083,2018-02-04,517,"Fresh"
"3074",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-09-05,327,2018-01-06,488,"Fresh"
"3075",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-09-05,212,2018-02-04,517,"Fresh"
"3076",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-09-05,875,2018-02-05,518,"Fresh"
"3077",1065318,"ANLENE GOLD CHOC 24X175G SUP",2016-09-05,1081,2018-02-06,519,"Fresh"
"3092",10332315,"ANC FAMILY MILK 12X655G",2016-09-05,1,2017-04-20,227,"Fresh"
"3094",10333064,"ANC FAMILY MILK 24X300G",2016-09-05,42,2017-04-06,213,"Fresh"
"3102",10333759,"ANC UHT FRESH 1L AT P70 SRP",2016-09-05,1954,2017-04-02,209,"Fresh"
"3134",10337661,"ANLENE GOLD CHOC 24X175G AT P99",2016-09-05,1,2018-01-05,487,"Fresh"
"3135",10337666,"ANLENE GOLD CHOC 24X385G AT P209",2016-09-05,3,2017-12-21,472,"Fresh"
"3136",10337667,"ANLENE GOLD PLAIN 24X180G AT P99",2016-09-05,5,2017-12-20,471,"Fresh"
"3138",10338963,"ANM MP CHOC 12X800G AT P678",2016-09-05,1,2018-01-01,483,"Fresh"
"3139",10338964,"ANM MP CHOC 24X375G AT P324",2016-09-05,2,2018-01-01,483,"Fresh"
"3140",10338965,"ANM MP CHOC 24X180G P159",2016-09-05,1,2018-01-01,483,"Fresh"
"3141",10338966,"ANM MP PLAIN 12X800G AT P678",2016-09-05,1,2018-01-17,499,"Fresh"
"3142",10338967,"ANM MP PLAIN 24X375G AT P 324",2016-09-05,15,2018-01-02,484,"Fresh"
"3143",10339070,"ANM MP MANG 24X180G AT P159",2016-09-05,7,2017-12-05,456,"Fresh"
"3145",10339071,"ANM MP MANG 24X375G AT P 324",2016-09-05,1,2017-12-05,456,"Fresh"
"3150",10341116,"ANC FAMILY MILK 24X300G+35G",2016-09-05,763,2018-01-19,501,"Fresh"
"3151",10341116,"ANC FAMILY MILK 24X300G+35G",2016-09-05,589,2018-02-01,514,"Fresh"
"3152",10341116,"ANC FAMILY MILK 24X300G+35G",2016-09-05,906,2018-02-02,515,"Fresh"
"3164",10341311,"ANC FAMILY MILK 32X140G+10G",2016-09-05,547,2017-10-20,410,"Fresh"
"3165",10341311,"ANC FAMILY MILK 32X140G+10G",2016-09-05,792,2017-10-30,420,"Fresh"
"3173",10341429,"ANC FAMILY MILK 12X900G+100G",2016-09-05,770,2018-01-19,501,"Fresh"
"3174",10341429,"ANC FAMILY MILK 12X900G+100G",2016-09-05,317,2018-01-20,502,"Fresh"
"3175",10341429,"ANC FAMILY MILK 12X900G+100G",2016-09-05,469,2018-01-29,511,"Fresh"
"3176",10341429,"ANC FAMILY MILK 12X900G+100G",2016-09-05,1027,2018-01-30,512,"Fresh"
"3177",10341429,"ANC FAMILY MILK 12X900G+100G",2016-09-05,156,2018-02-01,514,"Fresh"
"3190",10341430,"ANC FAMILY MILK 12X655G+45G",2016-09-05,234,2018-01-03,485,"Fresh"
"3191",10341430,"ANC FAMILY MILK 12X655G+45G",2016-09-05,1245,2018-01-20,502,"Fresh"
"3192",10341430,"ANC FAMILY MILK 12X655G+45G",2016-09-05,224,2018-02-01,514,"Fresh"
"3193",10341430,"ANC FAMILY MILK 12X655G+45G",2016-09-05,1587,2018-02-02,515,"Fresh"
"3205",10343521,"ANL GOLD CHOC 12X980G AT P499",2016-09-05,1,2018-01-15,497,"Fresh"
"3217",10343543,"ANL GOLD CHOC 24X300G",2016-09-05,1106,2018-01-06,488,"Fresh"
"3220",10343543,"ANL GOLD CHOC 24X300G",2016-09-05,505,2018-02-06,519,"Fresh"
"3221",10343543,"ANL GOLD CHOC 24X300G",2016-09-05,629.416666666667,2018-02-24,537,"Fresh"
"3243",10343544,"ANL GOLD PLAIN 24X300G",2016-09-05,28,2018-01-11,493,"Fresh"
"3244",10343544,"ANL GOLD PLAIN 24X300G",2016-09-05,833,2018-01-26,508,"Fresh"
"3245",10343544,"ANL GOLD PLAIN 24X300G",2016-09-05,664.5,2018-02-18,531,"Fresh"
"3246",10343544,"ANL GOLD PLAIN 24X300G",2016-09-05,795,2018-02-23,536,"Fresh"
"3271",10351199,"ANM CHOC 4X3 800G SUYSING",2016-09-05,4,2017-08-18,347,"Fresh"
"3277",10351200,"ANM PLAIN 4X3 800G SUYSING",2016-09-05,2,2017-08-12,341,"Fresh"
"3278",10351200,"ANM PLAIN 4X3 800G SUYSING",2016-09-05,3,2017-09-09,369,"Fresh"
"3288",10354037,"ANM CHOC 6X4X180G SUYSING",2016-09-05,1,2017-12-22,473,"Fresh"
"3458",112991,"ANCHOR UHT LITE 12X1L NEW",2016-09-06,282,2017-02-24,171,"Fresh"
"3459",112991,"ANCHOR UHT LITE 12X1L NEW",2016-09-06,4626,2017-03-02,177,"Fresh"
"3460",112991,"ANCHOR UHT LITE 12X1L NEW",2016-09-06,255,2017-03-03,178,"Fresh"
"3461",112991,"ANCHOR UHT LITE 12X1L NEW",2016-09-06,509,2017-03-08,183,"Fresh"
"3462",112991,"ANCHOR UHT LITE 12X1L NEW",2016-09-06,1664,2017-03-23,198,"Fresh"
"3481",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-09-06,0.083333,2017-03-01,176,"Fresh"
"3482",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-09-06,5398,2017-04-02,208,"Fresh"
"3483",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-09-06,1044,2017-04-03,209,"Fresh"
"3485",114511,"UHT MLK ANC FBNZ 12x1LTR (NEW)",2016-09-06,12,2017-04-09,215,"Fresh"
"3528",1053009,"Anchor FCMP 24x150g",2016-09-06,207,2017-10-27,416,"Fresh"
"3529",1053009,"Anchor FCMP 24x150g",2016-09-06,269,2017-10-30,419,"Fresh"
"3534",1053010,"ANCHOR FCMP 24 X 350G",2016-09-06,1,2017-10-20,409,"Fresh"
"3535",1053010,"ANCHOR FCMP 24 X 350G",2016-09-06,291,2017-10-30,419,"Fresh"
"3546",1053011,"ANCHOR FCMP 12 X700G",2016-09-06,819,2017-10-30,419,"Fresh"
"3547",1053011,"ANCHOR FCMP 12 X700G",2016-09-06,568,2017-11-19,439,"Fresh"
"3558",1057371,"ANCHOR FCMP 6X1.8kg (Phillipines)",2016-09-06,546,2019-04-06,942,"Fresh"
"3559",1057371,"ANCHOR FCMP 6X1.8kg (Phillipines)",2016-09-06,1492,2019-07-25,1052,"Fresh"
"3579",1063485,"ANMUM MATERNA PLAIN 24X180G (LEDA)",2016-09-06,1,2018-01-17,498,"Fresh"
"3580",1063485,"ANMUM MATERNA PLAIN 24X180G (LEDA)",2016-09-06,838,2018-01-28,509,"Fresh"
"3590",1063486,"ANMUM MAT CHOC 24x180G LEDA",2016-09-06,1,2018-01-01,482,"Fresh"
"3591",1063486,"ANMUM MAT CHOC 24x180G LEDA",2016-09-06,903,2018-01-28,509,"Fresh"
"3603",1063488,"ANMUM MATERNA PLAIN 24X375G (LEDA)",2016-09-06,1,2018-01-03,484,"Fresh"
"3604",1063488,"ANMUM MATERNA PLAIN 24X375G (LEDA)",2016-09-06,980,2018-01-18,499,"Fresh"
"3615",1063491,"ANMUM CHOC 24X375G",2016-09-06,541,2018-01-16,497,"Fresh"
"3616",1063491,"ANMUM CHOC 24X375G",2016-09-06,1031.45833333333,2018-02-24,536,"Fresh"
"3626",1063581,"ANMUM CHOCO 80X46G",2016-09-06,556.075,2017-08-23,351,"Fresh"
"3640",1063647,"ANMUM MATERNA CHOCO 24X375G",2016-09-06,12,2017-06-13,280,"Fresh"
"3644",1064002,"ANMUM VANILLA MANGO 24X180G",2016-09-06,25,2017-12-05,455,"Fresh"
"3645",1064002,"ANMUM VANILLA MANGO 24X180G",2016-09-06,866,2018-01-29,510,"Fresh"
"3650",1064003,"ANMUM VANILLA MANGO 24X375G",2016-09-06,457,2018-01-29,510,"Fresh"
"3654",1064023,"ANMUM VANILLA MANGO 80X37.5 G",2016-09-06,48,2017-05-13,249,"Fresh"
"3655",1064023,"ANMUM VANILLA MANGO 80X37.5 G",2016-09-06,583.925,2017-09-05,364,"Fresh"
"3658",1064678,"ANCHOR ADULT 36X180G",2016-09-06,449,2017-09-17,376,"Fresh"
"3666",1064727,"ANLENE CONCENTRATCHOC-PH 48X110ML NEW",2016-09-06,1786,2017-04-25,231,"Fresh"
"3669",1064935,"ANCHOR FAMILY MILK CHOC 32X150G",2016-09-06,504,2017-10-22,411,"Fresh"
"3678",1064936,"ANCHOR FAMILY MILK CHOC 12X700G",2016-09-06,1048,2018-02-06,518,"Fresh"
"3694",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-06,889,2018-01-27,508,"Fresh"
"3695",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-06,1225,2018-02-03,515,"Fresh"
"3696",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-06,1462,2018-02-13,525,"Fresh"
"3697",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-06,1192,2018-02-14,526,"Fresh"
"3698",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-06,1209,2018-02-15,527,"Fresh"
"3699",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-06,925,2018-02-16,528,"Fresh"
"3700",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-06,2133,2018-02-17,529,"Fresh"
"3701",1064975,"ANLENE GOLD REFORM 12X600G",2016-09-06,1590.5,2018-02-18,530,"Fresh"
"3736",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-09-06,1124,2018-02-18,530,"Fresh"
"3737",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-09-06,808,2018-02-19,531,"Fresh"
"3738",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-09-06,2662,2018-02-22,534,"Fresh"
"3739",1064984,"ANLENE GOLD NANOCAL 24X390G",2016-09-06,1851,2018-02-23,535,"Fresh"
"3770",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-09-06,619,2018-02-04,516,"Fresh"
"3771",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-09-06,2070,2018-02-05,517,"Fresh"
"3772",1064986,"ANLENE GOLD CHOCOLATE 24X385G",2016-09-06,100,2018-02-06,518,"Fresh"
"3785",1065037,"ANCHOR 6X2.5KG(PH) CAN",2016-09-06,342,2019-05-13,979,"Fresh"
"3793",1065201,"ANMUM MATERNA PLAIN 12X800G",2016-09-06,523,2018-01-17,498,"Fresh"
"3794",1065201,"ANMUM MATERNA PLAIN 12X800G",2016-09-06,206,2018-01-18,499,"Fresh"
"3803",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-09-06,506,2018-01-16,497,"Fresh"
"3804",1065202,"ANMUM MATERNA CHOCO 12X800G",2016-09-06,577,2018-02-24,536,"Fresh"
"3815",1065315,"ANLENE GOLD 12X990G SUP",2016-09-06,7,2018-01-28,509,"Fresh"
"3816",1065315,"ANLENE GOLD 12X990G SUP",2016-09-06,561,2018-02-10,522,"Fresh"
"3817",1065315,"ANLENE GOLD 12X990G SUP",2016-09-06,2013,2018-02-11,523,"Fresh"
